O*NET-SOC CODE	TITLE	DESCRIPTION
51-6093.00	Tapiceros	Hacen, reparan o sustituyen la tapicería de muebles domésticos o vehículos de transporte.
51-6099.99	Otros oficiales y operarios de los textiles, las confecciones y los accesorios	Todos los oficiales y operarios de textiles, confecciones y accesorios no clasificados bajo otros epígrafes.
51-7011.00	Ebanistas y carpinteros de banco	Cortan, conforman y ensamblan artículos de madera o montan y operan diversas máquinas de labrar madera, tales como sierras mecánicas, máquinas de ensambladura y entalladura para revestir, cortar o conformar madera o fabricar piezas para productos de maderas.
51-7021.00	Ebanistas encargados del acabado de muebles	Conforman, terminan y restauran muebles dañados, deteriorados o usados o muebles nuevos de alta calidad para darle un color o acabado particular.
51-7031.00	Fabricantes de modelos, madera	Construye modelos de precisión de productos de madera a escala y tamaño natural. Incluye fabricantes de plantillas de guía y patronistas.
51-7032.00	Patronistas, madera	Planea, diseña y construye patrones de madera de unidades o secciones que se usan para conformar moldes de arena para vaciados.
51-7041.00	Reguladores, operadores y encargados de sierras mecánicas, madera	Montan, operan y atiendan sierras mecánicas. Incluye aserradores jefe.
51-7041.01	Operadores para instalar y montar sierras mecánicas	Instalan o instalan y manejan sierras mecánicas para cortar madera. Estudian copias heliográficas, planos, órdenes de trabajo y patrones para determinar tamaño y forma de los objetos que se van a cortar, de las sierras mecánicas que se van a instalar y de la secuencia de las operaciones de aserrado.
51-7041.02	Operadores y encargados del mantenimiento de sierras mecánicas	Manejan o dan mantenimiento a sierras mecánicas para cortar madera, tales como sierras circulares, sierras de cinta, sierras mecánicas de hojas múltiples, sierras de arco, sierras de cortar a lo largo, equalizer saws, motosierras y crozer machines. Su trabajo incluye cortar troncos según especificaciones; cortar madera al tamaño especificado; serrar diseños curvos o irregulares; redondear bordes y quitar defectos de la madera, o bien, hacer ranuras, biseles e ingletes según especificaciones u órdenes de trabajo.
51-7042.00	Reguladores, operadores y encargados de máquinas de labrar madera, excepto sierras mecánicas	Montan, operan y atiendan máquinas herramientas, tales como taladros, tornos, hormadores, fresadoras, lijadoras, cepilladoras y claveteadoras.
51-7042.01	Operadores para instalar y montar máquinas para trabajar madera, excepto sierras	Instalan o instalan y manejan máquinas para trabajar madera, tales como tornos, taladros, lijadoras, trompos y cepillos mecánicos, que se usan en actividades para trabajar la madera.
51-7042.02	Operadores y encargados del mantenimiento de máquinas para trabajar madera, excepto sierras	Manejan o dan mantenimiento a máquinas para trabajar madera, tales como taladros, tornos, trompos, contorneadores, lijadoras, cepillos mecánicos y máquinas para clavar la madera, que se usan en actividades para trabajar la madera.
51-7099.99	Otros trabajadores de la madera	Todos los ebanistas no clasificados bajo otros epígrafes.
51-8011.00	Operadores de reactores nucleares	Controlan los reactores nucleares.
51-8012.00	Distribuidores y despachadores de energía	Coordinan, regulan o distribuyen electricidad o vapor.
51-8013.00	Operadores de centrales generadoras de energía	Controlan, operan o mantienen maquinaria para generar energía eléctrica. Incluye operadores de equipo encargado.
51-8013.01	Operadores de plantas generadoras de energía, excepto operadores de equipo auxiliar	Controlan o manejan maquinaria, como turbogeneradores accionados por vapor, que se usan para generar energía eléctrica, con frecuencia mediante el uso de tableros, tableros de control o equipo semiautomático.
51-8013.02	Operadores de equipos auxiliares de energía	Controlan y dan mantenimiento al equipo auxiliar, tales como, bombas, ventiladores, compresores, condensadoras, calentadores de agua de alimentación, filtros y aparatos para clorar, que se emplea en el suministro de agua, combustible, lubricantes, aire y energía auxiliar para turbinas, generadores, calderas y otros aparatos empleados en plantas generadoras de energía.
51-8021.00	Ingenieros de máquinas estacionarias y operadores de caldera	Operan o mantienen máquinas estacionarias, calderas u otros equipos mecánicos para brindar servicios generales a edificios o procesos industriales. Operan equipos tales como máquinas de vapor, generadores, motores, turbinas y calderas de vapor.
51-8021.01	Operadores y encargados del mantenimiento de calderas de baja presión	Manejan o dan mantenimiento a calderas estacionarias de vapor de baja presión y equipo auxiliar de vapor, tales como: bombas, compresores y equipo de aire acondicionado, que se utilizan para suministrar calefacción por vapor a edificios de oficinas, departamentos o establecimientos industriales; para mantener el vapor a una presión específica a bordo de embarcaciones, o para generar y suministrar aire comprimido para el funcionamiento de herramientas neumáticas, tornos y limpiadores con chorro de aire.
51-8021.02	Ingenieros de máquinas estacionarias	Manejan y dan mantenimiento a máquinas estacionarias y equipo mecánico para el suministro de servicios a edificios o procesos industriales. Manejan equipos, tal como máquinas de vapor, generadores, motores, turbinas y calderas de vapor.
51-8031.00	Operadores de plantas y sistemas de tratamiento de agua y desechos líquidos	Operan o controlan todo el proceso o sistema de máquinas, a menudo mediante el uso de paneles de control, para trasladar o tratar agua o desechos líquidos.
51-8091.00	Operadores de plantas y sistemas químicos	Controlan u operan todo el sistema o proceso químico de las máquinas
51-8092.00	Operadores de plantas de gas	Distribuyen o procesan gas para compañías de servicios de gas y otros controlando los compresores para mantener presiones específicas en las tuberías principales.
51-8092.01	Operadores de plantas procesadoras de gas	Controlan equipo, tal como compresores, evaporadores, intercambiadores de calor y equipo para refrigeración con el fin de procesar gas para compañías proveedoras de servicios básicos y para uso industrial.
51-8092.02	Operadores de plantas distribuidoras de gas	Controlan equipo que regula el flujo y presión del gas para compañías proveedoras de servicios básicos y para uso industrial. Pueden controlar desde la distribución del gas para plantas municipales o industriales hasta procesos simples en una planta industrial.
51-8093.00	Operadores de sistemas de bombeo de petróleo, operadores de refinerías y reguladores	Controlan el funcionamiento de las unidades de refinación o procesamiento de petróleo. Pueden especializarse en el control de múltiples  sistemas y sistemas de bombeo, medir y analizar el petróleo de los tanques de almacenamiento o en regular la corriente de petróleo en las tuberías.
51-8093.01	Operadores de sistemas de bombeo para extraer petróleo	Controlan o manejan sistemas de distribución y extracción que permiten el paso de líquidos a través de una refinería de petróleo.
51-8093.02	Operadores de tableros de control y de refinerías de petróleo	Analizan especificaciones y controlan el funcionamiento continuo de unidades de procesamiento y refinería del petróleo. Manejan tableros de control para regular temperatura, presión, velocidad de flujo y nivel del depósito en una refinería de petróleo, de acuerdo con el itinerario de procesamiento.
51-8093.03	Calibradores	Calibran y examinan el petróleo que está en los depósitos de almacenamiento. Regulan el flujo del petróleo hacia el oleoducto en pozos, patios de tanques, refinerías, terminales marinas y ferroviarias, siguiendo normas y regulaciones establecidas.
51-8099.99	Otros operadores de plantas y sistemas	Todos los operadores de plantas y sistemas no clasificados bajo otros epígrafes
51-9011.00	Operadores y encargados de equipos químicos	Operan o atienden equipos para el control de los cambios o reacciones químicos que se producen durante la elaboración de productos industriales de venta al consumidor. El equipo empleado incluye devulcanizadores, marmitas de chaqueta de circulación de vapor y recipientes de reactores.
51-9011.01	Controladores y operadores de equipo químico	Controlan o manejan equipo que regula cambios o reacciones químicas en el procesamiento de productos industriales o de consumo. El equipo básico que manejan incluye calderas de reacción, convertidores catalíticos, equipo de tratamiento continuo o por etapas, depósitos saturadores, pilas electrolíticas, vasijas de reactor, unidades de producción y cámaras de fermentación.
51-9011.02	Encargados del mantenimiento de equipo químico	Dan mantenimiento a equipo en el que se genera un cambio o reacción química durante el procesamiento de productos industriales o de consumo. El equipo básico que utilizan incluye desvulcanizadores, alambiques discontinuos, depósitos de fermentación, calderas con camisa de vapor y vasijas de reactor.
51-9012.00	Reguladores, operadores y encargados de máquinas separadoras, filtradoras, clarificadoras, precipitadoras y destiladoras	Montan, operan o atienden equipos de flujo continuo o de cuba; prensa; zaranda; centrífugas; tubos condensadores; tanques de precipitación, fermentación, o evaporación; torres de depuración; o destiladoras por lotes. Estas máquinas extraen, dividen o separan líquidos, gases o  sólidos de otros materiales para recobrar un producto refinado. Se incluye a los operadores de equipos para el procesamiento de productos lácteos.
51-9021.00	Trituradores, moledores, pulidores, mezcladores, batidores	Montan, operan o atienden máquinas trituradoras de materiales, tales como carbón, vidrio, cereales, piedra, alimentos o caucho.
51-9022.00	Esmeriladores y pulidores, a mano	Esmerilan, lijan o pulen usando herramientas manuales o herramientas manuales eléctricas, diversos objetos de metal, madera, piedra, arcilla, plástico o vidrio.
51-9023.00	Reguladores, operadores y encargados de máquinas mezcladoras o batidoras	Montan, operan o atienden máquinas que mezclan o baten materiales tales como sustancias químicas, tabaco, líquidos, pigmentos de colores o ingredientes explosivos.
51-9031.00	Cortadores y desbastadores,  a mano	Usan herramientas manuales o herramientas manuales eléctricas para cortar y desbastar diferentes artículos manufacturados, tales como alfombras, tela, piedra, vidrio o caucho.
51-9032.00	Reguladores, operadores y encargados de máquinas cortadoras y rebanadoras	Montan, operan o atienden máquinas que cortan o rebanan materiales tales como vidrio, piedra, corcho, caucho, tabaco, alimentos, papel o material aislante.
51-9032.01	Operadores para instalar y montar máquinas cortadoras de productos de fibra	Instalan y manejan máquinas para cortar o seccionar material fibroso, tal como: papel, hojas de fibra prensada y material aislante.
51-9032.02	Aserradores de piedra	Instalan y manejan sierras múltiples, sierras alternativas, sierras circulares o sierras de alambre que se utilizan para cortar bloques de piedra en tamaños determinados.
51-9032.03	Operadores para instalar y montar máquinas cortadoras de vidrio	Instalan y manejan máquinas para cortar vidrio.
51-9032.04	Operadores y encargados del mantenimiento de máquinas cortadoras y seccionadoras	Manejan o dan mantenimiento a máquinas para cortar o seccionar una amplia variedad de productos o materiales como son tabaco, alimentos, papel, pizarras para tejas, vidrio, piedra, caucho, corcho y  material aislante.
51-9041.00	Reguladores, operadores y encargados de máquinas extrusoras, moldeadoras, compresoras y compactadoras	Montan, operan y atienden máquinas tales como máquinas moldeadoras de vidrio, máquinas extrusoras y máquinas enrolladoras de tubos para moldear y formar productos tales como cristalería, alimentos, caucho, jabón, ladrillos, chanclos, baldosas, arcilla, cera, tabaco o cosméticos.
51-9041.01	Operadores para instalar y montar máquinas compactadoras, procesadoras, de extrusión y modelado	Instalan o instalan y manejan máquinas como: máquinas moldeadoras de vidrio, plodder machines y tuber machines, que se usan para fabricar una amplia variedad de productos, por ejemplo, barras de jabón, caucho modelado, cristalería, alimentos, ladrillos y mosaicos, mediante extrusión, compresión o compactación.
51-9041.02	Operadores y encargados del mantenimiento de máquinas compactadoras, prensadoras, de extrusión y modelado	Manejan o dan mantenimiento a máquinas que dan forma y modelan una amplia variedad de productos manufacturados, tales como focos, alimentos y dulces moldeados, artículos de caucho, productos de barro, productos de cera, tabaco para mascar, cosméticos o productos de papel, mediante extrusión, compresión o compactación.
51-9051.00	Operadores y encargados de calderas, hornos de calcinación, hornos industriales, secadoras y pailas	Operan o atienden equipos de calentamiento que no sean equipos básicos para la elaboración de alimentos, metal o plástico. Incluye actividades tales como templar vidrio, secar madera, curar caucho, eliminar la humedad de los materiales o hervir jabón.
51-9061.00	Inspectores, probadores, clasificadores, verificadores de muestras y pesadores	Inspeccionan, prueban, clasifican, degustan o pesan materias primas no agrícolas o piezas o productos prensados, maquinados, fabricados o unidos para determinar defectos, desgaste o desviaciones de las especificaciones. Pueden usar instrumentos de precisión y equipos de prueba complejos.
51-9061.01	Supervisores de materias primas	Analizan y supervisan que materias primas, partes y productos terminados no presenten defectos ni desgaste y se aseguran de que se cumplan órdenes de trabajo, esquemas, copias heliográficas y especificaciones de modelos. Con frecuencia se especializan en una sola fase de la supervisión.
51-9061.02	Supervisores de sistemas mecánicos	Supervisan y examinan sistemas y ensamblajes mecánicos, tales como motores, vehículos y equipo para transportar a fin de detectar defectos, desgaste y garantizar el cumplimiento de especificaciones.
51-9061.03	Supervisores y controladores de calidad de aparatos de precisión	Verifican la exactitud de aparatos de precisión y los ajustan, tales como medidores y calibradores, instrumentos de prueba, mecanismos de relojería, para garantizar que el aparato funcione de acuerdo con las especificaciones del diseño.
51-9061.04	Supervisores y controladores de sistemas electrónicos y eléctricos	Supervisan y prueban sistemas electrónicos y eléctricos, tales como equipo de radar para navegación,  unidades de memoria de computadoras, transmisores de radio y televisión, mediante el uso de instrumentos para medir con precisión.
51-9061.05	Pesadores, probadores, clasificadores, niveladores, controladores y supervisores de producción	Supervisan, prueban, nivelan, clasifican, toman muestras o pesan materias primas no agrícolas, o bien, partes o productos ensamblados, fabricados, maquinados o procesados. Pueden realizar el trabajo antes, durante o después del procesamiento.
51-9071.00	Joyeros, orfebres y plateros	Diseñan, fabrican, ajustan, reparan o tasan joyas, oro, plata, otros metales preciosos o piedras preciosas. Se incluyen pulidores de diamantes y cortadores de piedras preciosas y personas que realizan el troquelado de precisión y modelado de moldes, vaciado de metal en moldes o engaste de piedras preciosas o semipreciosas para joyería y productos afines.
51-9071.01	Joyeros	Fabrican y reparan artículos de joyería.
51-9071.02	Orfebres	Recocen, sueldan, forjan, dan forma y pegan artículos de plata.
51-9071.03	Fabricantes de moldes y modelos para joyería	Fabrican modelos o moldes para elaborar artículos de joyería.
51-9071.04	Trabajadores de talleres de joyería	Cortan, liman, modelan y sueldan partes para joyería.
51-9071.05	Pulidores y fundidores de peltre	Funden y pulen aleaciones de peltre para modelar partes para copas, candelabros y otros objetos de peltre.
51-9071.06	Engastadores de diamantes y gemas	Separan, asierran, tallan, dan forma, pulen o taladran gemas y diamantes utilizados en joyería o para herramientas industriales.
51-9081.00	Técnicos de laboratorio dental	Construyen y reparan prótesis totales o parciales de dispositivos dentales.
51-9082.00	Técnicos de dispositivos médicos	Construyen, ajustan, dan mantenimiento o reparan dispositivos de apoyo médico, tales como aparatos ortopédicos, extremidades y articulaciones artificiales, soportes de arco y demás dispositivos médicos y quirúrgicos.
51-9083.00	Técnicos de laboratorio oftálmico	Cortan, burilan y pulen cristales, lentes de contacto u otros elementos ópticos de precisión. Ensamblan y montan lentes en armaduras o procesan otros elementos ópticos.
51-9083.01	Pulidores y afiladores de lentes de precisión	Instalan y manejan diversas máquinas y equipo para afilar y pulir lentes u otros instrumentos ópticos.
51-9083.02	Ensambladores de instrumentos ópticos	Ensamblan instrumentos ópticos, tales como telescopios, anteojos meridianos y aparatos de puntería.
51-9111.00	Operadores y encargados de máquinas de empacado y llenado	Operan o atienden máquinas que preparan los productos industriales o de consumo para su almacenamiento o embarque. Se incluye a los trabajadores de fábricas de conserva que empacan productos alimentarios.
51-9121.00	Reguladores, operadores y encargados de máquinas para revestir, pintar y nebulizar	Montan, operan y atienden máquinas para revestir o pintar una amplia gama de productos que incluye alimentos, cristalería, tela, cerámica, metal, plástico, papel o madera usando laca, plata, cobre, caucho, barniz, vidriado, esmalte, óleo o materiales antioxidantes.
51-9121.01	Operadores para instalar y montar máquinas para rociar, pintar y recubrir	Instalan o instalan y manejan pistolas para recubrir o pintar una amplia variedad de productos, tales como: productos para alimentos, cristalería, tela, cerámica, metal, plástico, papel y productos de madera, con laca, soluciones de plata y cobre, caucho, pintura, barniz, brillo, esmalte, aceite o tratamientos contra la oxidación.
51-9121.02	Operadores y encargados del mantenimiento de máquinas para rociar, pintar y recubrir	Operadores y Encargados del mantenimiento de máquinas para recubrir: Manejan o dan mantenimiento a máquinas para recubrir una gran variedad de artículos, por ejemplo: recubrir alimentos con azúcar, chocolate o mantequilla; papel y productos de papel con soluciones químicas, cera o brillos; o bien, tela con caucho o plástico. Operadores y Encargados del mantenimiento de máquinas para rociar y pintar: Manejan o dan mantenimiento a pistolas para rociar o pintar recubrimientos o acabados decorativos o de protección, tales como pegamento, laca, pintura, colorante, latex, conservadores, aceite u otras soluciones. Pueden aplicar recubrimientos o acabados a una gran variedad de artículos o materiales, como madera y productos de madera, cerámica y vidrio. Incluye a los encargados de aplicar recubrimientos o acabados a materiales, previo a un procesamiento o uso del consumidor.
51-9122.00	Pintores, equipos de transporte	Operan o atienden máquinas de pintura para pintar la superficie de equipos de transporte tales como automóviles, autobuses, camiones, trenes, embarcaciones y aeroplanos. Se incluye a los pintores en talleres de chapistería de vehículos automotores.
51-9123.00	Pintores, recubridores y decoradores	Pintan, recubren o decoran artículos tales como muebles, vidrio, platería, cerámica, joyería, tortas, juguetes, libros o cuero.
51-9131.00	Trabajadores del proceso fotográfico	Realizan el trabajo de precisión que requiere el revelado fotográfico, como la edición de negativos y pruebas fotográficas mediante el uso de métodos fotomecánicos, químicos o computadorizados.
51-9131.01	Restauradores y retocadores fotográficos	Retocan o restauran impresiones y negativos fotográficos para acentuar los rasgos en un objeto mediante el uso de lápices, acuarelas o aerógrafos.
51-9131.02	Técnicos en reproducción fotográfica	Duplican materiales para hacer impresiones sobre papel sensible, tela o película mediante el uso de equipo fotográfico.
51-9131.03	Reveladores fotográficos manuales	Revelan películas fotográficas expuestas o papel sensible en series de baños de agua y de químicos para elaborar positivos y negativos.
51-9131.04	Técnicos de laboratorios cinematográficos	Estudian películas cinematográficas para determinar características como sensibilidad a la luz, densidad y tiempo de exposición necesario para editar.
51-9132.00	Operadores de máquinas de revelado fotográfico	Operan máquinas de revelado fotográfico, tales como máquinas para imprimir fotografías, máquinas para revelado de películas y prensas de montaje.
51-9141.00	Procesadores de semiconductores	Realiza cualquiera de las siguientes funciones en la fabricación de semiconductores electrónicos: cargar material semiconductor en el horno; cortar en segmentos los lingotes formados; cargar cada segmento en la cámara de siembra de cristales y vigilar los controles; localizar el eje del cristal en el lingote usando equipos de rayos X y cortar los lingotes en obleas; limpiar, pulir y cargar las obleas en series de hornos para fines especiales, baños de sustancias químicas y equipo para conformar circuitos y cambiar las propiedades de conducción.
51-9191.00	Operadores y encargados de máquina para cementar y engomar	Operan o atienden máquinas de cementar o engomar para unir pedazos para su elaboración ulterior o para formar un producto terminado. Los procesos incluyen pegar chapas para formar tableros contrachapados; engomar papel; unir piezas de caucho y tela cauchotada, plástico, cuero simulado u otros materiales.
51-9192.00	Operadores y encargados de equipos de limpieza, lavado y baño químico de metales	Operan o atienden máquinas para lavar o limpiar productos, tales como toneles, artículos de vidrio, planchas de latón, alimentos, pulpa, carbón, plástico o caucho, para eliminar impurezas.
51-9193.00	Operadores y encargados de equipos de enfriamiento y congelación	Operan o atienden equipos, tales como unidades de enfriamiento y congelación, refrigeradores, congeladores por lotes y túneles de congelación, para enfriar o congelar productos, alimentos, plasma sanguíneo y sustancias químicas.
51-9194.00	Grabadores	Graban metal, madera, caucho u otros materiales con fines de identificación o decoración. Se incluyen trabajadores tales como grabadores de procesadores de circuito, grabadores de pantógrafos y grabadores de serigrafías.
51-9194.01	Grabadores y rectificadores de precisión, de forma manual y mecánica	Graban o rectifican metal liso o curvo, madera, caucho u otros materiales a mano o con máquina para propósitos de decoración, identificación o impresión. Incluye grabadores y rectificadores de materiales o metales tanto duros como maleables y grabadores de sellos y joyería.
51-9194.02	Grabadores/escultores	Graban o esculpen diseños o caracteres sobre objetos mediante el uso de herramientas eléctricas de mano.
51-9194.03	Rectificadores	Rectifican o labran diseños artísticos sobre objetos de vidrio, mediante el uso de soluciones ácidas, equipo de limpieza con chorro de arena y patrones de diseño.
51-9194.04	Grabadores con pantógrafo	Adhieren distintivos sobre diversos materiales y productos, mediante el uso de máquinas o equipo de grabado.
51-9194.05	Rectificadores, de forma manual	Rectifican patrones, diseños, caracteres o figuras sobre diversos materiales y productos.
51-9194.06	Grabadores, de forma manual	Graban diseños y distintivos sobre cilindros o placas que se usan para imprimir.
51-9195.00	Moldeadores, hormadores y vaciadores, excepto metal y plástico	Moldean, conforman, forman, vacían o tallan productos tales como productos alimentarios, figurillas, baldosas, tuberías y velas hechas de arcilla, vidrio, yeso, hormigón, piedra o combinaciones de materiales.
51-9195.01	Fundidores de precisión de patrones y moldes, excepto de metales no ferrosos	Funden moldes y patrones a partir de diversos materiales excepto metales no ferrosos, con base en dibujos y especificaciones.
51-9195.02	Fundidores de precisión de moldes y patrones, metales no ferrosos	Funden patrones y moldes de metal, de acuerdo con ciertas especificaciones, a partir de diversos metales no ferrosos, tales como aluminio y bronce.
51-9195.03	Escultores y talladores de piedra	Tallan o esculpen piedra de acuerdo con esquemas o patrones.
51-9195.04	Pulidores, dobladores, moldeadores y sopladores de vidrio	Dan forma al vidrio líquido de acuerdo con patrones.
51-9195.05	Alfareros	Moldean barro sobre una loza conforme gira el barro en el torno del alfarero.
51-9195.06	Fabricantes de moldes a mano	Fabrican o forman moldes a partir de moldes existentes para su uso en instrumentos de fundición.
51-9195.07	Fundidores y moldeadores	Realizan diversas labores como mezclar materiales, ensamblar partes de moldes, llenar y apilar moldes para fundir y moldear una amplia variedad de productos.
51-9196.00	Reguladores, operadores y encargados de máquinas para la fabricación de artículos de papel	Montan, operan o atienden máquinas para la fabricación de artículos de papel que realizan diferentes funciones, tales como convertir, guillotinar, corrugar, fajar, envolver, empacar, engrapar, conformar o sellar papel o láminas de cartón para formar los productos.
51-9197.00	Fabricantes de neumáticos	Operan máquinas para fabricar neumáticos con componentes de caucho.
51-9198.00	Asistentes de los trabajadores de la producción	Ayudan a los trabajadores de la producción realizando tareas de menor calificación. Sus deberes incluyen suministrar o sostener materiales o herramientas así como limpiar el equipo y lugar de trabajo.
51-9198.01	Trabajadores de producción	Realizan diversas tareas de rutina para ayudar en las actividades de producción.
51-9198.02	Ayudantes de producción	Realizan diversas tareas que requieren un conocimiento limitado de procesos de producción para apoyar a trabajadores expertos en producción.
51-9199.99	Otras ocupaciones relacionadas con la producción	Todos los trabajadores de la producción no clasificados bajo otros epígrafes.
53-1011.00	Inspectores de manipulación de carga aérea	Dirigen a las cuadrillas de tierra en la carga, descarga, amarre y organización de la carga o equipaje de los aviones. Determinan la cantidad y orientación de la carga y calculan el centro de gravedad de la aeronave. Pueden acompañar la nave como miembro de la cuadrilla de vuelo y vigilar y manipular la carga en vuelo así como ayudar e informar a los pasajeros en lo relativo a procedimientos de seguridad y emergencia.
53-1021.00	Supervisores y jefes directos de auxiliares, peones y operarios para el traslado de materiales, a mano	Inspeccionan y coordinan las actividades de ayudantes, peones o operarios para el traslado de materiales.
53-1031.00	Supervisores y jefes directos de operadores de máquinas y vehículos para el transporte de materiales y traslado de materiales	Inspeccionan y coordinan directamente actividades de operadores de máquinas y vehículos de transporte y para el traslado de materiales y sus operadores y ayudantes.
53-2011.00	Pilotos, copilotos e ingenieros de vuelo de aerolíneas	Pilotean y navegan aeronaves de varios motores en servicios con un horario regular para el transporte de pasajeros y carga. Determinados tipos de aeronaves exigen calificación y certificación del organismo de Transporte Aéreo Federal.
53-2012.00	Pilotos comerciales	Pilotean y navegan aeronaves pequeñas de ala fija o giratoria, fundamentalmente para el transporte de carga y pasajeros. Se les exige calificación comercial.
53-2021.00	Controladores de tráfico aéreo	Controlan el tráfico aéreo en el aeropuerto y sus alrededores y el movimiento del tráfico aéreo entre sectores de altitud y centros de control de acuerdo conforme a procedimientos y políticas establecidos. Autorizan, regulan y controlan vuelos de aerolíneas comerciales de acuerdo con reglamentaciones de gobiernos o compañías a fin de agilizar o garantizar la seguridad aérea.
53-2022.00	Especialistas en operaciones de aeródromos	Garantizan el despegue y aterrizaje seguro de aeronaves comerciales y militares. Sus deberes incluyen actividades de coordinación entre el personal de control del tráfico aéreo y el personal de mantenimiento; despacho; uso de equipos para la navegación y el aterrizajes en aeródromos; aplicación de procedimientos de seguridad en los aeródromos; vigilancia y mantenimiento de registros de vuelo; y uso de conocimientos en materia de información atmosférica.
53-3011.00	Conductores de ambulancia y ayudantes, excepto técnicos médicos de emergencia	Conducen ambulancias o ayudan al conductor de la ambulancia a trasladar a enfermos, heridos o convalecientes. Ayudan a cargar a los pacientes.
53-3021.00	Conductores de autobuses, urbanos e interurbanos	Conducen autobuses o autocares, incluidas operaciones de rutas regulares, fletamentos y transportes particulares. Pueden ayudar a pasajeros con equipaje. Pueden cobrar pasajes o boletos.
53-3022.00	Conductores de autobuses, escolares	Trasladan estudiantes o clientes especiales, tales como ancianos o personas con discapacidades. Garantizan el cumplimiento de las normas de seguridad. Pueden ayudar a los pasajeros a entrar o salir del autobús.
53-3031.00	Conductores/vendedores	Conducen camiones u otros vehículos por rutas establecidas o dentro de un territorio establecido y venden productos, tales como productos alimentarios, incluidas comidas preparadas en restoranes, o recogen y entregan artículos, tales como lavandería. También puede aceptar pedidos y cobrar pagos. Incluye conductores para la entrega de diarios.
53-3032.00	Conductores de camiones, camiones pesados y remolques	Conducen un remolque o un camión con una capacidad de al menos 26,000 PVB, para transportar y entregar mercancía, ganado o materiales en forma líquida, a granel o empacados. Puede pedírseles que descarguen el camión. Pueden requerir el uso de equipos automatizados de programación de itinerario. Necesitan tener un permiso de conducción de vehículos comerciales.
53-3032.01	Conductores de camiones pesados	Conducen camiones con una capacidad de más de tres toneladas para transportar materiales a destinos específicos.
53-3032.02	Conductores de tractocamiones	Conducen tractocamiones para transportar productos, ganado u otros materiales a destinos específicos.
53-3033.00	Conductores de camiones, camiones ligeros o para servicio de reparto	Conducen un camión o furgoneta con una capacidad de menos de 26,000 PVB, fundamentalmente para entregar o recoger mercancía o para entregar paquetes dentro de una zona determinada. Pueden requerir el uso de programación automatizada  de itinerarios o de localización. Pueden cargar y descargar camiones.
53-3041.00	Conductores de taxi y choferes	Conducen automóviles, furgonetas o limosinas para el traslado de pasajeros. Ocasionalmente pueden llevar carga.
53-3099.99	Otros operadores de vehículos automotores	Todos los operadores de vehículos automotores no clasificados bajo otros epígrafes.
53-4011.00	Maquinistas ferroviarios	Conducen locomotoras eléctricas, diesel-eléctricas, de vapor, eléctrica por turbina de gas para el traslado de pasajeros o carga. Interpretan órdenes del tren, señales electrónicas y reglamentos de ferroviarios.
53-4012.00	Fogoneros ferroviarios	Vigilan los instrumentos de la locomotora y durante el recorrido están atentos a los equipos que se están arrastrando, obstáculos al derecho de vía y señales del tren durante el viaje. Están atentos a las señales de tráfico de los trabajadores de patio y las trasmiten al ingeniero responsable del patio de ferrocarriles.
53-4013.00	Maquinistas de patio de ferrocarril, operadores de locomotoras pequeñas y encargados de depósitos de locomotoras	Conducen equipos de conmutación o locomotoras de diverso tamaño en patios de ferrocarriles, plantas industriales, canteras, proyectos de construcción o sitios similares.
53-4021.00	Operadores de frenos y señales y guardagujas	Operan las agujas de las vías férreas. Acoplan o desacoplan el parque rodante para articular o desarticular trenes. Hacen señales manuales o con banderas a los ingenieros. Pueden inspeccionar acoplamientos, mangueras de aire, chumaceras y frenos de mano.
53-4021.01	Miembros de la tripulación de un tren	Supervisan enganches, mangueras de aire, cajas de grasa en el eje de vagones y frenos de mano de trenes para asegurar su funcionamiento correcto.
53-4021.02	Encargados de vías ferroviarias	Realizan diversas actividades, como enganchar vagones y manejar agujas de cambios de vía en la estación del ferrocarril para facilitar el movimiento de los vagones dentro de la misma.
53-4031.00	Conductores de ferrocarril y jefes de patio	Los conductores coordinan actividades de la cuadrilla en trenes de pasajeros o de carga. Coordinan actividades con las cuadrillas de guardagujas y locomotoras en los patios de ferrocarriles, plantas industriales o sitios similares. Los jefes de patio coordinan actividades de los trabajadores que participan en las operaciones de tráfico ferroviario, tales como articulación o desarticulación de trenes y cambios de agujas en los patios, y revisan horarios de trenes y órdenes de cambio de agujas.
53-4041.00	Operadores de trenes subterráneos y tranvías	Operan los trenes subterráneos o trenes suburbanos elevados sin locomotora independiente o tranvías eléctricos para el traslado de pasajeros. Pueden ocuparse de los pasajes.
53-4099.99	Otros trabajadores del transporte ferroviario	Todos los trabajadores del transporte ferroviario no clasificados bajo otros epígrafes.
53-5011.00	Marineros y marineros de embarcaciones petroleras	Hacen guardia para detectar obstáculos en el camino de la embarcación, miden la profundidad del agua, manejan el timón en el puente o usan equipos de emergencia según indique el capitán, oficial o piloto. Sacan, arman, dan mantenimiento y almacenan aparejos para manipular la carga, aparejos fijos y aparejos móviles. Realizan diversas tareas de mantenimiento para conservar la superficie pintada de la embarcación y para mantener los equipos de línea y marineros. Deben poseer un certificado emitido por el gobierno y un certificado de operadores de buque cisterna cuando trabajan a bordo de embarcaciones que transportan líquidos.
